Game Title,Platform,Genre,Publisher,Release Year,NA Sales (M),EU Sales (M),JP Sales (M),Other Sales (M),Global Sales (M),Rating
Galactic Warriors: Chronicles,PS4,Shooter,Microsoft,2010,0.95,3.25,2.27,2.33,8.8,M
Iron Legends: Chronicles,Xbox Series X,Shooter,Capcom,2012,3.36,1.34,2.61,1.54,8.85,E10+
Shadow Warriors: Odyssey,Xbox Series X,Adventure,Activision,2020,0.84,4.51,1.68,4.78,11.81,E
Shadow Warriors: Rebirth,PS5,Sports,EA,2014,2.26,3.8,4.14,0.54,10.74,E
Mystic Knights: Rebirth,PS5,Sports,Ubisoft,2021,1.5,1.69,0.73,3.7,7.62,M
Shadow Legends: Ascension,PS5,Adventure,EA,2023,2.69,1.63,3.94,0.11,8.37,T
Shadow Knights: Ascension,PS5,RPG,Activision,2012,3.88,2.21,4.11,2.84,13.04,E
Shadow Lords: Ascension,Xbox One,Shooter,Sony,2000,0.4,1.39,1.47,4.79,8.05,E10+
Halo Infinite,Nintendo Switch,RPG,Microsoft,2010,2.15,1.35,3.97,4.06,11.53,M
Iron Raiders: Rebirth,Xbox One,Action,Sony,2021,4.23,0.37,2.98,0.29,7.87,E
Mystic Legends: Chronicles,PS4,Shooter,Nintendo,2021,1.23,0.72,3.27,4.33,9.55,M
Cyberpunk 2077,PC,Sports,Sony,2012,0.27,3.53,4.63,2.93,11.36,E10+
Iron Lords: Chronicles,Nintendo Switch,Strategy,Capcom,2010,1.84,4.5,1.15,1.06,8.55,E10+
Iron Warriors: Eclipse,PS4,RPG,Nintendo,2019,3.88,1.65,3.19,1.3,10.02,E10+
Dark Raiders: Chronicles,Nintendo Switch,Sports,Capcom,2011,1.43,4.34,0.58,0.81,7.16,E10+
Shadow Knights: Rebirth,PC,Puzzle,Capcom,2001,4.81,1.2,3.88,1.98,11.87,T
Iron Warriors: Ascension,PS4,Sports,EA,2014,4.83,1.08,2.22,2.38,10.51,M
Iron Raiders: Eclipse,PC,Shooter,Microsoft,2005,2.85,1.24,4.36,2.34,10.79,AO
Dark Raiders: Odyssey,Nintendo Switch,RPG,Ubisoft,2018,2.44,3.08,0.11,0.37,6.0,E10+
Galactic Raiders: Odyssey,PS5,Shooter,EA,2017,4.87,0.7,0.97,1.63,8.17,E
Dark Warriors: Chronicles,PS4,Action,Microsoft,2014,4.5,3.08,4.56,2.98,15.12,T
Iron Knights: Ascension,Nintendo Switch,Shooter,Sony,2008,3.47,4.75,1.22,1.56,11.0,T
Dark Knights: Rebirth,Xbox One,Adventure,Nintendo,2005,2.11,3.67,2.05,0.6,8.43,E
Animal Crossing,Nintendo Switch,Shooter,Nintendo,2015,2.88,4.35,1.89,3.62,12.74,E10+
Dark Warriors: Odyssey,Xbox Series X,Adventure,Sony,2023,2.4,3.48,2.1,2.84,10.82,T
Dark Knights: Eclipse,PC,Shooter,Microsoft,2003,2.16,4.51,1.31,4.78,12.76,T
Iron Warriors: Chronicles,PS4,Puzzle,Ubisoft,2009,3.65,1.41,3.45,1.05,9.56,E10+
Galactic Lords: Odyssey,PS4,Shooter,EA,2014,3.51,0.64,3.74,2.66,10.55,M
Iron Lords: Ascension,Nintendo Switch,RPG,Activision,2017,0.8,3.77,2.23,1.25,8.05,AO
Red Dead Redemption 2,Nintendo Switch,Puzzle,Sony,2000,4.36,4.74,2.1,2.94,14.14,T
Mystic Raiders: Eclipse,PS4,RPG,Nintendo,2010,4.5,3.56,4.04,1.98,14.08,E10+
Dark Legends: Chronicles,PS4,Action,EA,2017,1.76,3.71,3.73,2.08,11.28,AO
Galactic Warriors: Eclipse,Xbox One,Puzzle,Capcom,2006,2.86,2.83,4.34,0.95,10.98,E
Mystic Warriors: Rebirth,Xbox One,Action,Activision,2020,1.47,2.86,2.1,0.61,7.04,AO
Galactic Legends: Odyssey,PS4,Shooter,Sony,2021,0.57,4.51,2.9,3.4,11.38,T
Shadow Knights: Chronicles,Nintendo Switch,RPG,EA,2016,4.3,4.0,2.51,1.87,12.68,E
Galactic Raiders: Rebirth,PS5,Adventure,Nintendo,2005,2.71,1.74,3.11,1.03,8.59,E10+
Iron Warriors: Odyssey,Xbox One,RPG,Capcom,2013,4.3,3.43,1.01,2.88,11.62,T
Iron Legends: Odyssey,Xbox Series X,Strategy,Sony,2006,1.02,2.67,0.25,2.23,6.17,AO
Galactic Raiders: Chronicles,Xbox One,Shooter,Microsoft,2011,1.07,0.19,1.34,1.79,4.39,M
Galactic Lords: Rebirth,Nintendo Switch,Action,Ubisoft,2020,2.3,0.31,4.44,0.2,7.25,E10+
Dark Legends: Odyssey,PS5,Action,Sony,2016,1.45,1.95,0.7,2.32,6.42,M
Mystic Legends: Ascension,PC,Shooter,Capcom,2022,3.18,0.72,4.75,0.69,9.34,M
Overwatch,Nintendo Switch,Sports,Capcom,2006,4.2,2.17,1.88,2.59,10.84,E
Mystic Warriors: Ascension,PC,Action,Nintendo,2018,3.87,0.25,4.79,4.53,13.44,T
Shadow Lords: Eclipse,Nintendo Switch,Action,Ubisoft,2018,0.8,0.94,3.82,1.92,7.48,AO
Iron Knights: Eclipse,PS4,Sports,Activision,2003,3.89,0.14,4.04,0.33,8.4,E
Iron Knights: Chronicles,PC,Sports,Activision,2006,1.8,3.83,1.48,1.51,8.62,E
Call of Duty,Xbox Series X,Adventure,Ubisoft,2017,4.91,3.38,1.7,1.14,11.13,M
Galactic Lords: Chronicles,PS5,Puzzle,Ubisoft,2021,3.42,3.95,1.26,0.49,9.12,T
Galactic Warriors: Odyssey,PC,Puzzle,Microsoft,2013,2.48,1.85,1.55,1.92,7.8,M
Dark Legends: Rebirth,PS5,Sports,Ubisoft,2013,1.92,2.92,0.36,3.28,8.48,T
Dark Legends: Ascension,Xbox One,Shooter,Microsoft,2017,2.49,0.12,2.48,4.97,10.06,E
Resident Evil Village,PC,Sports,Activision,2018,1.9,0.54,1.5,3.37,7.31,M
Dark Lords: Ascension,PS5,Sports,Activision,2023,2.51,0.77,3.53,1.1,7.91,M
Shadow Knights: Eclipse,Xbox One,Sports,EA,2009,1.07,1.26,0.92,0.77,4.02,E10+
Mystic Lords: Rebirth,PS4,Sports,Activision,2011,2.89,3.05,2.81,1.89,10.64,E10+
Iron Knights: Rebirth,Xbox One,Strategy,Ubisoft,2013,1.22,0.98,0.49,3.63,6.32,E10+
Galactic Legends: Eclipse,Xbox Series X,Puzzle,Nintendo,2016,4.85,0.61,2.49,3.75,11.7,AO
Galactic Legends: Chronicles,PS4,RPG,Nintendo,2021,2.45,1.43,2.32,1.48,7.68,M
Galactic Knights: Ascension,Xbox Series X,Sports,Sony,2017,2.69,2.39,2.13,3.43,10.64,E10+
Mystic Knights: Chronicles,Nintendo Switch,Shooter,EA,2011,1.19,2.61,2.03,3.03,8.86,AO
Street Fighter VI,Xbox One,Adventure,Sony,2002,0.83,3.58,1.08,0.95,6.44,M
Fortnite,PS5,RPG,Microsoft,2003,4.24,3.4,3.87,3.36,14.87,AO
Shadow Knights: Odyssey,Nintendo Switch,Strategy,EA,2000,0.94,3.61,3.2,1.79,9.54,T
Mystic Lords: Chronicles,Xbox Series X,Puzzle,EA,2008,1.18,1.03,4.07,4.24,10.52,M
Pokemon Scarlet,Xbox Series X,Adventure,Activision,2000,4.37,2.38,1.48,3.4,11.63,E
Dark Lords: Rebirth,Xbox One,RPG,Capcom,2006,3.78,1.95,1.8,1.38,8.91,T
Dark Raiders: Ascension,PS4,Shooter,Ubisoft,2001,3.8,3.36,0.2,3.48,10.84,M
Shadow Legends: Odyssey,PS5,Sports,Ubisoft,2017,4.85,3.62,4.12,3.64,16.23,E10+
Shadow Legends: Eclipse,Nintendo Switch,RPG,EA,2001,2.94,1.29,3.6,1.35,9.18,M
Iron Raiders: Chronicles,Nintendo Switch,Action,Microsoft,2004,4.2,2.44,0.25,4.38,11.27,M
Shadow Raiders: Chronicles,PC,Action,Microsoft,2014,3.24,3.78,4.82,4.7,16.54,AO
Galactic Warriors: Rebirth,PC,Adventure,Ubisoft,2008,0.37,1.0,1.62,4.9,7.89,AO
Mystic Legends: Rebirth,Xbox Series X,Action,Capcom,2022,3.44,4.06,3.68,0.99,12.17,AO
Mystic Legends: Odyssey,Nintendo Switch,Shooter,Activision,2021,0.12,4.8,2.34,1.4,8.66,M
Galactic Lords: Eclipse,Xbox Series X,Puzzle,Activision,2001,3.19,4.83,3.7,2.55,14.27,AO
Iron Legends: Ascension,PC,Puzzle,Nintendo,2019,2.94,0.82,0.65,3.19,7.6,E10+
Iron Raiders: Ascension,PS4,Shooter,EA,2010,4.58,4.14,2.44,1.32,12.48,E10+
Shadow Lords: Odyssey,PS5,Puzzle,Sony,2007,1.81,3.16,0.36,0.74,6.07,E10+
Shadow Raiders: Eclipse,Xbox Series X,Puzzle,Capcom,2023,4.61,0.78,4.89,3.39,13.67,AO
Dark Raiders: Rebirth,Nintendo Switch,Adventure,Capcom,2014,3.15,3.29,2.28,4.86,13.58,AO
Iron Legends: Rebirth,Nintendo Switch,Shooter,Activision,2023,0.9,2.53,2.72,2.14,8.29,T
Galactic Lords: Ascension,PS5,Adventure,EA,2016,0.78,2.25,1.53,1.86,6.42,E10+
Elden Ring,PC,Strategy,Microsoft,2015,2.84,3.91,1.97,2.7,11.42,E
Grand Theft Auto V,PS4,Puzzle,Activision,2008,2.58,1.5,3.76,4.19,12.03,E10+
Shadow Legends: Rebirth,PS4,RPG,Capcom,2008,1.93,0.46,0.25,2.66,5.3,T
Shadow Warriors: Ascension,Xbox One,Adventure,Activision,2017,0.94,4.8,3.04,1.74,10.52,T
Galactic Raiders: Ascension,Nintendo Switch,RPG,Microsoft,2023,3.97,0.19,0.53,3.25,7.94,AO
Galactic Knights: Eclipse,PS4,RPG,EA,2006,1.17,1.47,0.42,4.31,7.37,M
Dark Knights: Odyssey,PC,Puzzle,Sony,2022,2.62,1.11,0.81,2.66,7.2,E10+
Iron Lords: Eclipse,PS4,Shooter,Ubisoft,2015,2.65,1.66,2.16,4.52,10.99,E10+
Galactic Knights: Odyssey,Xbox Series X,Action,Microsoft,2015,3.16,1.46,3.28,0.16,8.06,E10+
Mystic Knights: Odyssey,PS4,Puzzle,Nintendo,2001,4.82,1.18,1.41,1.49,8.9,AO
Mystic Knights: Eclipse,PC,RPG,Nintendo,2019,1.26,0.92,2.34,3.38,7.9,M
Mystic Raiders: Ascension,PS4,Action,Nintendo,2001,4.52,4.28,4.48,3.55,16.83,T
Galactic Warriors: Ascension,PS5,Action,Nintendo,2013,4.0,2.25,3.41,3.53,13.19,E
Iron Legends: Eclipse,Xbox One,Adventure,EA,2020,2.85,0.49,0.4,2.75,6.49,AO
Mystic Raiders: Odyssey,PS4,RPG,Capcom,2000,0.42,0.92,1.27,2.06,4.67,M
Iron Warriors: Rebirth,PC,Shooter,Sony,2009,1.43,2.37,1.32,1.6,6.72,E
Mystic Warriors: Odyssey,PS4,Strategy,Capcom,2020,3.72,3.79,4.28,2.83,14.62,E
Assassin's Creed Valhalla,Nintendo Switch,Puzzle,Ubisoft,2003,0.9,0.59,2.85,4.63,8.97,E10+
Mystic Lords: Ascension,Nintendo Switch,Strategy,Nintendo,2016,3.43,4.57,1.22,4.17,13.39,AO
Galactic Knights: Rebirth,Xbox One,Adventure,Capcom,2000,4.5,1.7,4.22,1.68,12.1,AO
Iron Knights: Odyssey,PC,Strategy,Activision,2011,4.65,1.25,3.31,4.85,14.06,E
Dark Warriors: Ascension,PC,Shooter,Nintendo,2005,2.88,3.5,3.84,3.75,13.97,T
Iron Lords: Odyssey,Xbox One,Shooter,Microsoft,2019,0.38,1.79,0.56,0.98,3.71,E
Shadow Legends: Chronicles,Nintendo Switch,Puzzle,EA,2020,1.83,1.37,3.98,0.83,8.01,E10+
Mystic Legends: Eclipse,PS5,Shooter,Sony,2011,4.14,1.88,3.02,2.99,12.03,E
Shadow Warriors: Eclipse,Xbox Series X,Adventure,Nintendo,2020,1.11,3.93,3.1,2.45,10.59,E
Galactic Knights: Chronicles,PS5,RPG,EA,2019,2.52,0.48,1.48,4.63,9.11,AO
God of War,PS5,Adventure,Ubisoft,2023,3.78,3.11,3.23,2.45,12.57,T
Minecraft,PS4,Action,Microsoft,2006,4.69,2.5,1.68,2.09,10.96,T
The Legend of Zelda,PS5,Puzzle,Ubisoft,2006,2.93,1.64,2.38,1.98,8.93,E
Mystic Lords: Odyssey,PC,Puzzle,Sony,2016,1.19,4.66,0.96,1.61,8.42,AO
Dark Legends: Eclipse,Xbox Series X,Sports,Capcom,2001,4.99,2.44,4.73,2.66,14.82,E
Mystic Warriors: Chronicles,Xbox One,Adventure,Activision,2020,0.54,2.01,0.79,3.68,7.02,E10+
Mystic Raiders: Chronicles,Xbox Series X,RPG,Ubisoft,2022,0.42,1.79,2.66,1.28,6.15,M
Dark Lords: Chronicles,PC,Sports,Nintendo,2004,2.53,4.37,0.93,0.58,8.41,E
Dark Warriors: Eclipse,PC,Sports,Nintendo,2019,1.61,1.52,4.59,2.6,10.32,T
Dark Knights: Chronicles,Xbox Series X,Adventure,Capcom,2018,4.69,3.55,0.32,4.01,12.57,E
Dark Warriors: Rebirth,Nintendo Switch,RPG,Microsoft,2011,2.92,2.98,4.69,2.12,12.71,AO
Iron Raiders: Odyssey,Xbox Series X,Puzzle,Sony,2003,2.53,1.19,4.21,4.68,12.61,T
Dark Raiders: Eclipse,PS5,Adventure,Capcom,2007,2.25,3.9,2.6,0.84,9.59,AO
Shadow Raiders: Odyssey,Nintendo Switch,Shooter,Microsoft,2005,2.1,4.64,4.61,3.76,15.11,AO
Dark Knights: Ascension,Nintendo Switch,Strategy,Capcom,2014,2.52,2.2,4.3,2.81,11.83,E
Dark Lords: Eclipse,PS4,Puzzle,Ubisoft,2014,0.14,3.89,3.91,3.2,11.14,T
Super Mario Odyssey,Xbox Series X,Adventure,Ubisoft,2004,4.36,0.11,1.28,1.64,7.39,AO
Shadow Warriors: Chronicles,PS4,Strategy,Nintendo,2003,0.14,2.63,3.77,1.55,8.09,E
Galactic Legends: Ascension,PS4,Sports,Activision,2007,0.98,4.76,2.7,4.97,13.41,E10+
Mystic Knights: Ascension,Xbox Series X,Adventure,Microsoft,2016,3.0,4.68,1.24,0.79,9.71,T
Among Us,PS5,Sports,Nintendo,2003,4.24,3.07,3.63,0.79,11.73,AO
Horizon Forbidden West,PC,Adventure,Activision,2023,4.73,3.87,2.41,3.93,14.94,T
Shadow Raiders: Ascension,Xbox One,Puzzle,Nintendo,2017,4.78,2.79,4.39,4.93,16.89,T
Mystic Raiders: Rebirth,Xbox Series X,Sports,EA,2008,1.71,1.9,1.31,2.16,7.08,E
The Sims,PS4,Strategy,Nintendo,2000,2.31,1.69,3.47,1.75,9.22,E10+
Dark Lords: Odyssey,Xbox One,Sports,EA,2015,2.63,4.59,3.73,4.49,15.44,T
Galactic Legends: Rebirth,PS4,RPG,Microsoft,2000,2.15,3.91,1.65,2.55,10.26,M
Galactic Raiders: Eclipse,PC,Adventure,Ubisoft,2006,0.93,3.74,0.5,3.78,8.95,E10+
Mystic Lords: Eclipse,PS5,RPG,Sony,2006,4.67,2.02,1.6,0.48,8.77,E10+
Splatoon 3,Nintendo Switch,Puzzle,EA,2008,4.23,3.16,1.99,1.25,10.63,E
Shadow Lords: Rebirth,PS4,Adventure,Nintendo,2002,2.99,4.1,4.27,3.96,15.32,E10+
Shadow Raiders: Rebirth,Nintendo Switch,RPG,Activision,2002,2.31,4.73,3.68,3.53,14.25,M
Mystic Warriors: Eclipse,PS5,Sports,Nintendo,2014,2.29,2.13,3.43,4.19,12.04,E
Shadow Lords: Chronicles,PC,Puzzle,Capcom,2005,3.71,3.41,3.87,1.45,12.44,E
Iron Lords: Rebirth,Xbox One,Strategy,Nintendo,2015,2.65,2.67,4.15,2.13,11.6,E10+
Galactic Warriors: Chronicles,Xbox One,Shooter,Sony,2020,3.48,2.5,4.96,3.58,14.52,E
Iron Legends: Chronicles,Nintendo Switch,Sports,EA,2003,4.33,1.23,0.76,0.9,7.22,AO
Shadow Warriors: Odyssey,Nintendo Switch,Action,Microsoft,2022,0.85,1.15,3.25,0.5,5.75,E
Shadow Warriors: Rebirth,PC,Sports,Nintendo,2008,1.4,0.47,0.54,2.7,5.11,E
Mystic Knights: Rebirth,Xbox One,Puzzle,Activision,2007,3.68,4.76,3.08,3.54,15.06,M
Shadow Legends: Ascension,PS4,RPG,Capcom,2003,4.71,3.27,2.25,3.07,13.3,AO
Shadow Knights: Ascension,PC,Strategy,Capcom,2018,0.72,2.72,2.1,0.5,6.04,M
Shadow Lords: Ascension,PC,Sports,Capcom,2010,0.48,2.61,3.57,0.51,7.17,M
Halo Infinite,PC,Puzzle,Activision,2008,0.3,1.06,1.17,3.95,6.48,AO
Iron Raiders: Rebirth,Nintendo Switch,Puzzle,EA,2015,1.56,3.03,2.18,2.95,9.72,E10+
Mystic Legends: Chronicles,Nintendo Switch,RPG,Capcom,2021,0.93,3.68,3.03,1.92,9.56,AO
Cyberpunk 2077,Xbox One,Action,EA,2011,3.82,0.53,4.12,2.66,11.13,T
Iron Lords: Chronicles,PC,Shooter,EA,2013,4.66,0.89,4.0,2.67,12.22,T
Iron Warriors: Eclipse,PC,Action,Microsoft,2015,3.91,4.04,4.8,4.62,17.37,T
Dark Raiders: Chronicles,PC,Action,Capcom,2001,2.81,4.73,0.4,3.13,11.07,T
Shadow Knights: Rebirth,Xbox Series X,Strategy,Ubisoft,2003,3.42,0.49,0.69,0.45,5.05,E
Iron Warriors: Ascension,Xbox One,Sports,Ubisoft,2007,3.64,0.94,1.59,0.3,6.47,M
Iron Raiders: Eclipse,PS5,Shooter,Capcom,2001,3.17,4.11,4.27,4.87,16.42,AO
Dark Raiders: Odyssey,PS5,Sports,EA,2021,4.89,4.22,1.08,0.15,10.34,E
Galactic Raiders: Odyssey,PS4,Shooter,Microsoft,2013,3.15,0.6,2.08,4.44,10.27,T
Dark Warriors: Chronicles,PC,Action,Microsoft,2005,4.17,1.27,2.88,2.86,11.18,E10+
Iron Knights: Ascension,PS4,RPG,EA,2010,3.43,2.85,0.76,4.15,11.19,T
Dark Knights: Rebirth,PS5,Action,Microsoft,2001,4.18,3.79,1.54,0.82,10.33,E
Animal Crossing,Xbox One,Adventure,Microsoft,2019,3.33,3.0,3.11,4.96,14.4,E
Dark Warriors: Odyssey,PC,Strategy,Activision,2012,1.51,1.92,1.78,3.37,8.58,T
Dark Knights: Eclipse,PC,Adventure,Sony,2007,2.74,1.93,2.43,2.29,9.39,M
Iron Warriors: Chronicles,Nintendo Switch,Adventure,Capcom,2006,0.43,1.51,4.11,1.83,7.88,E
Galactic Lords: Odyssey,Xbox One,RPG,Ubisoft,2005,0.8,4.24,0.2,1.34,6.58,T
Iron Lords: Ascension,PS4,Shooter,Microsoft,2003,3.48,2.31,4.85,4.74,15.38,E10+
Red Dead Redemption 2,PC,Strategy,Nintendo,2017,4.56,2.3,0.56,1.95,9.37,E10+
Mystic Raiders: Eclipse,Xbox Series X,Strategy,Activision,2006,0.19,3.7,3.65,0.62,8.16,M
Dark Legends: Chronicles,Nintendo Switch,Action,EA,2023,2.24,4.04,2.38,1.02,9.68,T
Galactic Warriors: Eclipse,PS4,Sports,Nintendo,2020,2.99,3.3,3.66,2.21,12.16,M
Mystic Warriors: Rebirth,Xbox One,Sports,Capcom,2013,4.98,4.29,4.61,3.72,17.6,AO
Galactic Legends: Odyssey,Xbox One,Puzzle,Microsoft,2004,1.11,1.36,4.93,2.42,9.82,E10+
Shadow Knights: Chronicles,Xbox Series X,Puzzle,Nintendo,2016,1.2,3.86,0.64,4.57,10.27,E10+
Galactic Raiders: Rebirth,PS5,RPG,Microsoft,2003,3.62,0.8,3.63,0.48,8.53,M
Iron Warriors: Odyssey,Xbox One,Sports,Activision,2002,0.79,0.84,2.8,4.35,8.78,E10+
Iron Legends: Odyssey,PC,Shooter,Capcom,2005,3.67,2.05,2.09,3.82,11.63,E10+
Galactic Raiders: Chronicles,Nintendo Switch,Adventure,Activision,2018,0.26,0.93,3.48,3.64,8.31,T
Galactic Lords: Rebirth,Xbox One,Strategy,Nintendo,2007,4.34,2.81,4.12,2.14,13.41,AO
Dark Legends: Odyssey,Xbox One,Action,Nintendo,2011,4.0,3.71,4.63,3.92,16.26,E
Mystic Legends: Ascension,PS4,Puzzle,EA,2008,1.12,2.63,0.11,3.42,7.28,E10+
Overwatch,PC,Sports,Sony,2014,2.86,2.1,1.09,2.72,8.77,T
Mystic Warriors: Ascension,PS5,RPG,Microsoft,2013,0.1,4.02,0.3,2.42,6.84,T
Shadow Lords: Eclipse,Xbox Series X,Shooter,Microsoft,2012,0.43,3.08,2.8,2.04,8.35,M
Iron Knights: Eclipse,Xbox Series X,RPG,EA,2005,1.55,4.96,4.59,4.46,15.56,E
Iron Knights: Chronicles,Xbox One,Shooter,Sony,2019,3.7,1.13,1.99,1.76,8.58,M
Call of Duty,Xbox One,RPG,EA,2020,1.6,0.81,2.34,2.12,6.87,E10+
Galactic Lords: Chronicles,PS5,Sports,Microsoft,2023,4.3,4.58,1.36,1.16,11.4,E
Galactic Warriors: Odyssey,PS4,RPG,EA,2012,0.55,1.44,4.95,2.34,9.28,AO
Dark Legends: Rebirth,Xbox One,Sports,Activision,2004,4.51,4.67,4.67,1.3,15.15,AO
Dark Legends: Ascension,PC,Shooter,Ubisoft,2000,3.18,4.25,1.15,4.96,13.54,E
Resident Evil Village,Xbox One,Sports,Capcom,2009,1.13,0.53,2.94,1.22,5.82,E
Dark Lords: Ascension,PS4,Action,Capcom,2000,3.68,3.55,1.79,2.26,11.28,M
Shadow Knights: Eclipse,Nintendo Switch,Adventure,Capcom,2016,2.14,4.52,0.21,3.33,10.2,AO
Mystic Lords: Rebirth,PC,Strategy,Activision,2002,2.27,4.09,3.4,3.72,13.48,E10+
Iron Knights: Rebirth,PC,RPG,Sony,2009,4.68,1.74,1.55,0.15,8.12,E10+
Galactic Legends: Eclipse,PS5,Action,Nintendo,2004,4.67,3.57,0.81,2.19,11.24,T
Galactic Legends: Chronicles,PS4,RPG,Microsoft,2019,0.38,2.46,4.49,2.06,9.39,E
Galactic Knights: Ascension,PC,Adventure,EA,2002,2.23,4.42,0.22,3.64,10.51,M
Mystic Knights: Chronicles,Xbox Series X,Puzzle,Nintendo,2012,4.09,3.29,3.08,2.94,13.4,E10+
Street Fighter VI,Nintendo Switch,Shooter,EA,2006,4.52,4.15,0.39,1.21,10.27,T
Fortnite,PS5,Shooter,Ubisoft,2021,3.19,4.31,1.28,4.5,13.28,M
Shadow Knights: Odyssey,PS4,Adventure,Nintendo,2012,1.41,2.52,1.14,1.75,6.82,T
Mystic Lords: Chronicles,PS5,Strategy,Ubisoft,2014,4.06,0.34,4.03,2.99,11.42,E10+
Pokemon Scarlet,Xbox One,Puzzle,Microsoft,2005,2.78,4.84,4.72,1.21,13.55,M
Dark Lords: Rebirth,PS5,Puzzle,Activision,2013,4.18,0.79,0.88,4.63,10.48,E
Dark Raiders: Ascension,PS5,Shooter,Activision,2023,3.89,2.82,2.08,4.22,13.01,M
Shadow Legends: Odyssey,Xbox Series X,Shooter,Ubisoft,2008,3.27,1.33,1.79,2.16,8.55,T
Shadow Legends: Eclipse,Nintendo Switch,Action,Sony,2014,3.79,3.45,2.47,1.27,10.98,E10+
Iron Raiders: Chronicles,PS4,RPG,Activision,2010,2.32,0.67,3.72,1.61,8.32,E
Shadow Raiders: Chronicles,PS4,Shooter,EA,2001,2.17,4.59,0.15,0.91,7.82,E
Galactic Warriors: Rebirth,Xbox One,RPG,Ubisoft,2022,3.54,1.55,0.52,1.56,7.17,M
Mystic Legends: Rebirth,PS5,RPG,Nintendo,2023,1.18,3.8,3.66,3.77,12.41,T
Mystic Legends: Odyssey,Nintendo Switch,Strategy,Sony,2023,0.58,0.51,1.17,2.69,4.95,E
Galactic Lords: Eclipse,PS5,Puzzle,Activision,2004,0.15,1.87,2.24,0.18,4.44,E10+
Iron Legends: Ascension,Nintendo Switch,Adventure,Ubisoft,2017,1.26,2.9,4.68,5.0,13.84,M
Iron Raiders: Ascension,Xbox Series X,Adventure,Nintendo,2023,1.58,1.48,0.62,3.63,7.31,E
Shadow Lords: Odyssey,PS4,Shooter,Capcom,2014,0.44,0.4,4.67,1.53,7.04,E
Shadow Raiders: Eclipse,Nintendo Switch,Puzzle,Nintendo,2012,4.53,4.64,4.11,4.28,17.56,M
Dark Raiders: Rebirth,PC,Sports,Activision,2009,1.14,4.53,3.22,0.3,9.19,E
Iron Legends: Rebirth,PS4,Puzzle,Sony,2009,1.81,3.33,3.36,4.02,12.52,E10+
Galactic Lords: Ascension,PS4,Sports,Microsoft,2019,1.23,3.41,2.98,1.87,9.49,T
Elden Ring,Xbox One,RPG,EA,2002,3.87,0.67,1.05,2.44,8.03,M
Grand Theft Auto V,Nintendo Switch,Sports,Ubisoft,2005,4.81,4.3,3.46,3.56,16.13,E
Shadow Legends: Rebirth,Xbox One,Sports,Capcom,2005,2.67,4.32,2.52,4.75,14.26,E
Shadow Warriors: Ascension,Xbox One,RPG,EA,2005,0.71,1.59,0.9,4.61,7.81,E
Galactic Raiders: Ascension,PS5,Strategy,Activision,2013,4.52,1.7,1.03,3.74,10.99,M
Galactic Knights: Eclipse,PC,Sports,Microsoft,2006,5.0,2.85,3.03,1.77,12.65,E10+
Dark Knights: Odyssey,Nintendo Switch,Sports,Microsoft,2003,4.36,4.14,0.82,0.6,9.92,E10+
Iron Lords: Eclipse,Xbox Series X,RPG,Nintendo,2001,2.42,1.92,1.26,1.73,7.33,E
Galactic Knights: Odyssey,PC,Shooter,EA,2012,4.68,0.32,4.35,3.68,13.03,M
Mystic Knights: Odyssey,Nintendo Switch,Puzzle,Ubisoft,2018,4.4,2.39,0.46,3.7,10.95,AO
Mystic Knights: Eclipse,PC,Action,Capcom,2000,2.13,3.54,3.82,0.1,9.59,E
Mystic Raiders: Ascension,PS5,Adventure,Activision,2019,4.66,1.31,2.87,2.22,11.06,M
Galactic Warriors: Ascension,Xbox One,Puzzle,EA,2006,2.24,3.87,1.76,2.94,10.81,M
Iron Legends: Eclipse,Xbox Series X,Sports,Ubisoft,2003,4.5,2.62,1.27,3.74,12.13,T
Mystic Raiders: Odyssey,Nintendo Switch,Shooter,Sony,2007,1.77,1.17,1.16,2.66,6.76,M
Iron Warriors: Rebirth,PS5,Puzzle,EA,2000,0.79,1.8,2.36,2.9,7.85,E10+
Mystic Warriors: Odyssey,Xbox One,Adventure,Sony,2004,2.34,3.45,1.26,3.36,10.41,T
Assassin's Creed Valhalla,PC,RPG,Activision,2007,1.59,1.47,4.19,1.2,8.45,E10+
Mystic Lords: Ascension,Nintendo Switch,Strategy,Activision,2023,3.26,0.36,3.42,2.25,9.29,AO
Galactic Knights: Rebirth,PS5,RPG,Ubisoft,2011,4.32,4.87,0.23,3.78,13.2,E
Iron Knights: Odyssey,Xbox One,Puzzle,Nintendo,2003,3.15,4.49,2.26,3.82,13.72,T
Dark Warriors: Ascension,Xbox Series X,Adventure,Microsoft,2006,4.22,1.23,1.97,1.98,9.4,T
Iron Lords: Odyssey,PS5,Shooter,EA,2021,4.7,2.75,4.37,3.97,15.79,M
Shadow Legends: Chronicles,Xbox One,Action,Nintendo,2022,2.06,2.62,1.8,3.37,9.85,AO
Mystic Legends: Eclipse,PS4,Puzzle,Nintendo,2004,2.56,4.65,3.25,3.91,14.37,E10+
Shadow Warriors: Eclipse,PS5,Strategy,Nintendo,2006,1.62,1.4,2.38,1.32,6.72,E
Galactic Knights: Chronicles,Xbox One,Shooter,Microsoft,2022,3.02,1.99,4.54,2.02,11.57,E10+
God of War,PS4,Adventure,Activision,2021,3.31,4.07,1.72,0.4,9.5,E
